meanRMSE,sdRMSE,methods,year,beach,maxBS
3.96290272117716,1.1937648750928,LM AggOut,2015,1,4
3.69004345959538,0.950446508540009,LM full,2015,1,4
4.28624823762397,1.13113624251315,KNN AggOut,2015,1,4
4.03865026256572,0.995931565255651,KNN full,2015,1,4
3.74134533715096,1.01330239474749,SVR AggOut,2015,1,4
3.34149363385417,0.92339236476881,SVR full,2015,1,4
1.80540470685441,0.747656516663498,LM AggOut,2015,2,4
2.15284405896954,0.716101898906767,LM full,2015,2,4
1.79462461181896,0.75033396946762,KNN AggOut,2015,2,4
1.56272898990919,0.595703376965405,KNN full,2015,2,4
1.8242635383552,0.732208598018925,SVR AggOut,2015,2,4
1.53824219256596,0.631480636726158,SVR full,2015,2,4
1.4007184377478,0.471620470501473,LM AggOut,2015,3,4
1.53298839429694,0.42722827469907,LM full,2015,3,4
1.50423530128394,0.47165174660145,KNN AggOut,2015,3,4
1.32958198723528,0.395347539307142,KNN full,2015,3,4
1.46063039462022,0.403862188258883,SVR AggOut,2015,3,4
1.33949563615633,0.368269024386257,SVR full,2015,3,4
0.749302512130533,0.283942941940432,LM AggOut,2015,4,4
1.51911050030566,0.534013567796191,LM full,2015,4,4
0.738869524066043,0.24931395581862,KNN AggOut,2015,4,4
0.506769080609368,0.30035804584323,KNN full,2015,4,4
0.717388681216602,0.281579679506338,SVR AggOut,2015,4,4
0.568068264619896,0.317033473925846,SVR full,2015,4,4
0.967431435469349,0.22916807097831,LM AggOut,2015,5,4
0.880109552189137,0.171194317037969,LM full,2015,5,4
1.0670454057356,0.216730605549503,KNN AggOut,2015,5,4
0.884041225190428,0.210082912884562,KNN full,2015,5,4
0.945396681465238,0.25881729069009,SVR AggOut,2015,5,4
0.842045367054341,0.2084938905817,SVR full,2015,5,4
1.49888618018898,0.457057042735878,LM AggOut,2015,6,4
1.55549435313505,0.337023527819691,LM full,2015,6,4
1.56197771883976,0.458518505698159,KNN AggOut,2015,6,4
1.45406822371933,0.354417427649341,KNN full,2015,6,4
1.56593429127393,0.444981812837626,SVR AggOut,2015,6,4
1.3248448104457,0.408379017454222,SVR full,2015,6,4
2.33087346876345,0.316175861749224,LM AggOut,2015,7,4
2.19003695004112,0.294557240670463,LM full,2015,7,4
2.39143203649162,0.298383295287124,KNN AggOut,2015,7,4
2.27667593308208,0.243470910674911,KNN full,2015,7,4
2.28605442917941,0.389935490770268,SVR AggOut,2015,7,4
2.15981890053687,0.339174489188028,SVR full,2015,7,4
4.03828839481102,1.1305401164448,LM AggOut,2015,1,5
3.80171107190789,0.980291249445186,LM full,2015,1,5
4.23232581655128,1.07857166292801,KNN AggOut,2015,1,5
3.86334395154689,0.963277958078262,KNN full,2015,1,5
3.63264478448611,1.02620681518186,SVR AggOut,2015,1,5
3.34149363385417,0.92339236476881,SVR full,2015,1,5
1.88315726437637,0.767010133941472,LM AggOut,2015,2,5
2.12387820941065,0.565318180522436,LM full,2015,2,5
1.92789464752158,0.775434445626311,KNN AggOut,2015,2,5
1.5003465710796,0.598214165284791,KNN full,2015,2,5
1.82404184942154,0.705882394808161,SVR AggOut,2015,2,5
1.53824219256596,0.631480636726158,SVR full,2015,2,5
1.56284580311549,0.379561442485658,LM AggOut,2015,3,5
1.54192251831531,0.337764015931941,LM full,2015,3,5
1.59734856239126,0.384585227365027,KNN AggOut,2015,3,5
1.37765733665913,0.321742734677309,KNN full,2015,3,5
1.45722565548635,0.407442486129131,SVR AggOut,2015,3,5
1.33949563615633,0.368269024386257,SVR full,2015,3,5
0.795618441837802,0.286401698936816,LM AggOut,2015,4,5
1.69936096414254,0.978781067493615,LM full,2015,4,5
0.77350258820458,0.262899128042081,KNN AggOut,2015,4,5
0.522972711107649,0.294222296983208,KNN full,2015,4,5
0.746755921955706,0.281024833900324,SVR AggOut,2015,4,5
0.568068264619896,0.317033473925846,SVR full,2015,4,5
1.0276931744538,0.18533355716114,LM AggOut,2015,5,5
0.918741881989338,0.147003899858998,LM full,2015,5,5
1.12924546376574,0.172960250907648,KNN AggOut,2015,5,5
0.912092683447137,0.169992951039011,KNN full,2015,5,5
0.970034501094272,0.256217101540528,SVR AggOut,2015,5,5
0.842045367054341,0.2084938905817,SVR full,2015,5,5
1.62358848439105,0.407073920231903,LM AggOut,2015,6,5
1.52606633325527,0.317966022750229,LM full,2015,6,5
1.63449755500513,0.445750332949692,KNN AggOut,2015,6,5
1.54151683376283,0.349444629223289,KNN full,2015,6,5
1.58341337376488,0.447853276861455,SVR AggOut,2015,6,5
1.3248448104457,0.408379017454222,SVR full,2015,6,5
2.30525187293088,0.331350853081186,LM AggOut,2015,7,5
2.24171162995439,0.285089639465235,LM full,2015,7,5
2.38790277633651,0.313951799585753,KNN AggOut,2015,7,5
2.27056373091244,0.277230484169424,KNN full,2015,7,5
2.28988964259445,0.392932703372029,SVR AggOut,2015,7,5
2.15981890053687,0.339174489188028,SVR full,2015,7,5
4.13816334176146,1.11730474699576,LM AggOut,2015,1,6
3.56944016762125,0.905290962869029,LM full,2015,1,6
4.34934309895878,1.05380757429784,KNN AggOut,2015,1,6
3.93804585707698,0.943510347866452,KNN full,2015,1,6
3.75040255432706,1.02366443047708,SVR AggOut,2015,1,6
3.34149363385417,0.92339236476881,SVR full,2015,1,6
1.94861137998688,0.673716251319365,LM AggOut,2015,2,6
2.142541774051,0.632155652445886,LM full,2015,2,6
1.9732027410651,0.670559453926071,KNN AggOut,2015,2,6
1.62310879347203,0.523356647325423,KNN full,2015,2,6
1.83657384060781,0.712568070537198,SVR AggOut,2015,2,6
1.53824219256596,0.631480636726158,SVR full,2015,2,6
1.55752379306736,0.330879213539325,LM AggOut,2015,3,6
1.48595131688122,0.349149221837082,LM full,2015,3,6
1.6313912531438,0.335153545059765,KNN AggOut,2015,3,6
1.41003297465871,0.288539228196426,KNN full,2015,3,6
1.48245063341775,0.41065243429742,SVR AggOut,2015,3,6
1.33949563615633,0.368269024386257,SVR full,2015,3,6
0.841738947085238,0.276583972803846,LM AggOut,2015,4,6
1.53556485069222,1.00018050764644,LM full,2015,4,6
0.849800778638911,0.264964717479209,KNN AggOut,2015,4,6
0.525954344463593,0.278642102738559,KNN full,2015,4,6
0.776479140710958,0.271682427609574,SVR AggOut,2015,4,6
0.568068264619896,0.317033473925846,SVR full,2015,4,6
0.991274540508151,0.244720077667349,LM AggOut,2015,5,6
0.889203191992489,0.199054209544774,LM full,2015,5,6
1.05658599714712,0.229833110358696,KNN AggOut,2015,5,6
0.897447790509513,0.213084537317963,KNN full,2015,5,6
0.952215619919131,0.261354336891584,SVR AggOut,2015,5,6
0.842045367054341,0.2084938905817,SVR full,2015,5,6
1.63054026098005,0.470274406934702,LM AggOut,2015,6,6
1.50603457986485,0.357344251592661,LM full,2015,6,6
1.63554550868605,0.488144455962457,KNN AggOut,2015,6,6
1.45050932684177,0.343851082588142,KNN full,2015,6,6
1.61726351810597,0.443166292644879,SVR AggOut,2015,6,6
1.3248448104457,0.408379017454222,SVR full,2015,6,6
2.25675810742603,0.395460306869292,LM AggOut,2015,7,6
2.15997348675878,0.316780386268557,LM full,2015,7,6
2.35974833943125,0.379105020546962,KNN AggOut,2015,7,6
2.21652337301366,0.309065520453376,KNN full,2015,7,6
2.30304294662034,0.393999640764664,SVR AggOut,2015,7,6
2.15981890053687,0.339174489188028,SVR full,2015,7,6
4.1328922143601,1.20643949240606,LM AggOut,2015,1,7
3.83242475927206,0.876893122652933,LM full,2015,1,7
4.37412978730051,1.17692565970894,KNN AggOut,2015,1,7
4.0259801451717,0.905922150050716,KNN full,2015,1,7
3.80507048987699,1.0142158395452,SVR AggOut,2015,1,7
3.34149363385417,0.92339236476881,SVR full,2015,1,7
1.92950514382814,0.742528414378326,LM AggOut,2015,2,7
1.96993896183954,0.65594696164697,LM full,2015,2,7
1.97405596362356,0.726873428984199,KNN AggOut,2015,2,7
1.55374903618626,0.588041141646297,KNN full,2015,2,7
1.86194369674498,0.706739268684238,SVR AggOut,2015,2,7
1.53824219256596,0.631480636726158,SVR full,2015,2,7
1.64319417893888,0.39638109936817,LM AggOut,2015,3,7
1.6855001611866,0.33290456808017,LM full,2015,3,7
1.70268670949703,0.408539602765985,KNN AggOut,2015,3,7
1.44057299738836,0.345671106062184,KNN full,2015,3,7
1.4477240879397,0.397623951254341,SVR AggOut,2015,3,7
1.33949563615633,0.368269024386257,SVR full,2015,3,7
0.866735525740517,0.262318411365925,LM AggOut,2015,4,7
1.69460974127944,1.00668480857836,LM full,2015,4,7
0.875075272132918,0.264814782464606,KNN AggOut,2015,4,7
0.533222446863344,0.300274619799446,KNN full,2015,4,7
0.802888206712309,0.301473961251139,SVR AggOut,2015,4,7
0.568068264619896,0.317033473925846,SVR full,2015,4,7
1.06157205515375,0.222461846153341,LM AggOut,2015,5,7
0.938423299408236,0.185479216803403,LM full,2015,5,7
1.11895232672985,0.198949178701176,KNN AggOut,2015,5,7
0.925054040986674,0.191139273446154,KNN full,2015,5,7
0.963878821972429,0.259698741250657,SVR AggOut,2015,5,7
0.842045367054341,0.2084938905817,SVR full,2015,5,7
1.63882847941008,0.460456131848028,LM AggOut,2015,6,7
1.44492384172446,0.359244246842764,LM full,2015,6,7
1.63929913278861,0.486469381786697,KNN AggOut,2015,6,7
1.45611354384829,0.360338536728974,KNN full,2015,6,7
1.62086866599932,0.444428797680865,SVR AggOut,2015,6,7
1.3248448104457,0.408379017454222,SVR full,2015,6,7
2.37701781542019,0.390609056152412,LM AggOut,2015,7,7
2.23528557398415,0.359935997354968,LM full,2015,7,7
2.4283765107114,0.35296741512487,KNN AggOut,2015,7,7
2.24619291368828,0.303560567638836,KNN full,2015,7,7
2.30149421395245,0.394518702816395,SVR AggOut,2015,7,7
2.15981890053687,0.339174489188028,SVR full,2015,7,7
3.18918418496385,1.12697194261883,LM AggOut,2016,1,1
3.26725229390036,0.983387690709422,LM full,2016,1,1
3.27018600268883,1.04182492120653,KNN AggOut,2016,1,1
3.54847925516651,0.915592118443269,KNN full,2016,1,1
3.40806555725456,0.925674643432563,SVR AggOut,2016,1,1
3.32977181094156,0.861601149407554,SVR full,2016,1,1
1.53915602595703,0.679171925938182,LM AggOut,2016,2,1
2.0274588172018,0.61232077361335,LM full,2016,2,1
1.51014325044544,0.714564732795608,KNN AggOut,2016,2,1
1.56916241365004,0.586693611454626,KNN full,2016,2,1
1.52521855779838,0.664824687764985,SVR AggOut,2016,2,1
1.75712673275344,0.616428979543128,SVR full,2016,2,1
1.30175680215216,0.222667585590642,LM AggOut,2016,3,1
1.47250666787289,0.258988023511766,LM full,2016,3,1
1.44364743032565,0.247569199428584,KNN AggOut,2016,3,1
1.34394474047048,0.271999634700496,KNN full,2016,3,1
1.24686654532748,0.343907891888828,SVR AggOut,2016,3,1
1.32135649266014,0.372888891581532,SVR full,2016,3,1
0.538861721398756,0.181209013937381,LM AggOut,2016,4,1
1.50526525922519,0.881867766391024,LM full,2016,4,1
0.66239084718259,0.17371808929625,KNN AggOut,2016,4,1
0.514205477686015,0.274695868396987,KNN full,2016,4,1
0.486813232298368,0.257890030161417,SVR AggOut,2016,4,1
0.583393346905245,0.318845171747316,SVR full,2016,4,1
0.864492206666667,0.138419555654646,LM AggOut,2016,5,1
0.907123393493919,0.150861995329715,LM full,2016,5,1
1.2226287389602,0.186365225296465,KNN AggOut,2016,5,1
0.934299702443968,0.17614029612934,KNN full,2016,5,1
0.847269739245485,0.171402130103381,SVR AggOut,2016,5,1
0.864357647282179,0.16161021213146,SVR full,2016,5,1
1.46863363268329,0.26614926824043,LM AggOut,2016,6,1
1.52186766227579,0.28372123025535,LM full,2016,6,1
1.66848255291215,0.375849767636216,KNN AggOut,2016,6,1
1.59571366529775,0.300544860191792,KNN full,2016,6,1
1.40402533470086,0.334498492948375,SVR AggOut,2016,6,1
1.43915404435118,0.350978304751739,SVR full,2016,6,1
2.04391005396858,0.241356383526049,LM AggOut,2016,7,1
2.10931085737003,0.287592473025143,LM full,2016,7,1
2.12491250413327,0.252377305238387,KNN AggOut,2016,7,1
2.17304828288909,0.236399097809338,KNN full,2016,7,1
2.08275080817758,0.272380169905928,SVR AggOut,2016,7,1
2.07603295766178,0.271007595017225,SVR full,2016,7,1
3.3221188547509,1.15541784921476,LM AggOut,2016,1,2
3.49665191577445,0.861777700726292,LM full,2016,1,2
3.6177509091621,1.06150514558498,KNN AggOut,2016,1,2
3.63050163428206,0.912336222581691,KNN full,2016,1,2
3.62972076226596,0.958492770907688,SVR AggOut,2016,1,2
3.32977181094156,0.861601149407554,SVR full,2016,1,2
1.7748864119442,0.777542194591409,LM AggOut,2016,2,2
2.05913824263359,0.620942218512052,LM full,2016,2,2
1.71387665998223,0.764380708715447,KNN AggOut,2016,2,2
1.64649557555155,0.62085113824477,KNN full,2016,2,2
1.7432501321678,0.713778075398962,SVR AggOut,2016,2,2
1.75712673275344,0.616428979543128,SVR full,2016,2,2
1.32379663622562,0.298648139333709,LM AggOut,2016,3,2
1.49535792250119,0.308110623152687,LM full,2016,3,2
1.41093220848526,0.310796823749623,KNN AggOut,2016,3,2
1.34761617079046,0.297731623842377,KNN full,2016,3,2
1.30530998839764,0.410947276416345,SVR AggOut,2016,3,2
1.32135649266014,0.372888891581532,SVR full,2016,3,2
0.568655824068224,0.284555644025053,LM AggOut,2016,4,2
1.63754298694445,0.922910580333298,LM full,2016,4,2
0.657178554164695,0.217103591250344,KNN AggOut,2016,4,2
0.493204994756989,0.297817183328095,KNN full,2016,4,2
0.558792541675986,0.30334768588799,SVR AggOut,2016,4,2
0.583393346905245,0.318845171747316,SVR full,2016,4,2
0.960214837755816,0.182085180030574,LM AggOut,2016,5,2
0.903166329145977,0.133045217622407,LM full,2016,5,2
1.17938655858334,0.176030421418553,KNN AggOut,2016,5,2
0.959346063393439,0.174607660927497,KNN full,2016,5,2
0.919895471968734,0.206449566131434,SVR AggOut,2016,5,2
0.864357647282179,0.16161021213146,SVR full,2016,5,2
1.5282203536349,0.41564334750564,LM AggOut,2016,6,2
1.5116977171998,0.292378641367777,LM full,2016,6,2
1.57361145199264,0.387389551470336,KNN AggOut,2016,6,2
1.58598895300086,0.287379241255206,KNN full,2016,6,2
1.52541272963933,0.368760551373019,SVR AggOut,2016,6,2
1.43915404435118,0.350978304751739,SVR full,2016,6,2
2.16286303416424,0.281463943375854,LM AggOut,2016,7,2
2.16862236433281,0.24504696166473,LM full,2016,7,2
2.2760335562323,0.293780741955095,KNN AggOut,2016,7,2
2.19559520250024,0.259497229745599,KNN full,2016,7,2
2.15956112914825,0.29357858752135,SVR AggOut,2016,7,2
2.07603295766178,0.271007595017225,SVR full,2016,7,2
3.76831451088246,1.08788525038566,LM AggOut,2016,1,3
3.58746910991531,0.926211025000197,LM full,2016,1,3
3.98941333583219,1.05417550815797,KNN AggOut,2016,1,3
3.68407318744208,0.843053475567182,KNN full,2016,1,3
